Risk,Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Tuition fees up to date,Gender,Scholarship holder,Course,Risk
0,12.342857142857143,7,7,8,8,8,8,1,0,1,12,0
0,12.2,5,5,7,6,6,6,1,0,0,15,0
0,10.5,1,4,14,6,6,10,1,0,0,11,0
0,10.6,5,5,8,5,5,5,1,1,0,9,0
1,0.0,0,0,6,6,6,6,1,0,0,3,1
0,11.25,6,4,6,6,6,8,1,0,1,10,0
0,10.5,10,6,10,10,9,11,1,1,0,14,0
0,11.0,3,4,11,6,6,11,1,0,1,15,0
0,13.457142857142856,8,7,8,8,7,7,1,0,0,12,0
0,12.6,4,5,8,5,5,6,1,0,0,6,0
1,0.0,0,0,0,6,6,0,0,0,0,6,1
0,13.666666666666666,5,6,8,6,6,6,1,0,0,14,0
0,11.6,5,5,5,5,5,5,1,0,1,9,0
0,12.571428571428571,5,6,10,6,6,9,1,0,0,8,0
0,11.8,5,5,7,6,6,7,1,0,0,16,0
0,11.6,3,5,11,5,5,5,1,0,1,9,0
0,11.333333333333334,6,6,6,6,6,8,1,0,1,10,0
0,10.666666666666666,6,6,6,6,6,6,1,0,0,11,0
0,13.5,5,4,5,5,5,10,1,0,0,8,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,13.333333333333334,4,6,9,6,6,9,1,0,0,6,0
0,13.4,2,5,16,6,6,9,1,0,0,11,0
0,10.2,4,3,13,6,6,8,1,0,1,10,0
0,13.0,6,5,7,6,6,6,1,0,1,15,0
0,12.90857142857143,7,7,11,8,8,11,1,0,1,12,0
0,12.0,1,4,11,6,6,12,1,0,0,16,0
0,10.833333333333334,5,6,8,6,6,9,1,0,1,11,0
0,15.333333333333334,6,6,9,6,6,6,1,0,0,5,0
0,12.816666666666668,6,6,11,8,7,9,1,0,1,12,0
0,13.0,2,6,6,6,7,7,0,1,0,9,0
0,13.5,2,2,11,5,6,11,1,0,0,7,0
0,12.5,6,6,6,6,6,7,1,0,0,3,0
0,13.0,6,6,6,6,6,7,1,0,1,14,0
0,11.75,5,4,10,5,5,6,1,1,0,6,0
0,12.5,4,4,5,5,5,5,1,1,0,14,0
0,11.61111111111111,17,17,22,17,17,19,1,1,0,2,0
0,14.0,6,6,6,6,6,6,1,1,0,11,0
1,0.0,0,0,10,6,6,8,0,1,0,4,1
0,13.8,5,5,6,5,5,5,1,1,0,17,0
1,0.0,0,0,5,5,5,6,0,1,0,11,1
1,0.0,0,0,0,0,0,0,0,1,0,2,1
0,12.25,3,4,9,5,5,9,1,1,1,7,0
0,11.5,3,3,12,6,6,12,1,1,0,4,0
0,12.571428571428571,9,6,9,9,7,9,1,1,0,5,0
0,12.0,5,6,10,6,6,9,1,1,0,8,0
0,12.0,12,11,21,12,12,17,1,1,0,4,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.0,6,6,6,6,7,9,1,1,1,10,0
0,11.6,4,4,7,5,5,9,1,1,0,7,0
1,0.0,0,0,5,5,5,5,1,1,1,9,1
0,12.0,4,5,9,5,5,9,1,1,0,9,0
0,13.976666666666668,6,6,12,8,7,8,1,1,0,12,0
0,12.5,1,4,12,6,6,10,1,1,0,14,0
1,0.0,0,0,0,5,5,5,0,1,0,9,1
0,10.5,4,4,16,6,6,15,1,1,0,14,0
0,12.857142857142858,6,5,11,6,6,8,1,1,0,4,0
0,11.666666666666666,4,3,5,5,5,7,1,1,0,14,0
0,13.0,1,2,11,5,5,7,1,1,0,7,0
0,11.833333333333334,5,6,9,6,6,8,1,1,0,11,0
0,12.454545454545457,8,11,17,11,11,11,1,1,0,3,0
1,11.0,0,3,6,5,5,6,1,1,0,7,1
0,13.2,4,4,7,5,5,10,1,1,0,7,0
0,15.5,6,6,6,6,6,6,1,1,1,15,0
0,12.333333333333334,6,6,6,6,6,8,1,1,0,11,0
0,12.0,4,5,9,5,5,13,1,1,0,9,0
0,11.6,5,4,11,6,6,12,1,1,0,4,0
0,11.333333333333334,6,6,8,6,6,7,1,1,1,15,0
1,0.0,0,0,0,6,6,12,1,1,0,15,1
0,12.0,2,4,8,5,5,7,1,1,0,7,0
0,12.0,5,4,9,5,5,11,1,1,0,8,0
0,12.5,2,2,9,5,5,11,1,1,0,17,0
0,13.666666666666666,11,12,16,11,12,12,1,1,0,2,0
1,14.5,0,2,13,6,6,17,0,1,0,4,1
1,13.2,0,4,8,6,6,10,1,1,1,6,1
0,12.166666666666666,5,5,14,8,7,11,1,1,1,6,0
0,11.25,6,4,6,6,6,10,1,0,0,15,0
0,15.166666666666666,6,6,7,6,6,8,1,1,1,14,0
0,11.166666666666666,4,6,7,6,6,8,1,0,1,11,0
0,10.983333333333334,6,6,8,7,7,8,1,0,1,12,0
0,10.75,5,4,11,6,6,8,1,0,1,10,0
0,13.384615384615383,7,11,13,9,12,15,0,0,1,6,0
0,11.285714285714286,5,6,10,6,6,8,1,0,1,14,0
1,0.0,0,0,6,6,6,13,1,1,0,3,1
0,13.0,5,4,9,5,5,7,1,1,0,7,0
0,16.11111111111111,6,6,7,6,6,9,1,1,0,4,0
0,11.5,6,6,8,6,6,8,1,1,0,15,0
0,10.75,2,4,12,6,6,15,1,1,0,8,0
0,11.6,5,4,8,6,6,10,1,1,1,14,0
1,0.0,0,0,7,7,7,21,1,1,0,12,1
0,13.8,5,5,7,5,5,5,1,1,0,7,0
0,13.585714285714284,8,7,8,8,7,8,1,1,0,13,0
0,13.857142857142858,5,6,8,6,6,8,1,1,0,14,0
0,12.0,6,5,10,6,6,12,1,1,0,4,0
0,13.444444444444445,5,6,9,6,6,9,1,1,1,4,0
0,14.0,6,6,7,6,6,6,1,1,0,5,0
1,12.0,0,1,0,6,6,10,1,1,0,14,1
0,14.2,5,5,6,5,5,5,1,1,0,17,0
0,13.34,5,5,9,7,7,11,1,0,0,12,0
0,12.457142857142856,7,7,12,8,8,12,1,0,0,12,0
0,11.0,3,3,12,6,6,12,0,0,0,15,0
0,10.5,4,4,10,5,5,13,1,0,1,17,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,14.0,12,13,13,12,13,13,1,1,0,5,0
1,0.0,0,0,0,8,7,0,1,0,0,12,1
1,0.0,0,0,0,6,1,1,0,1,0,11,1
0,10.0,4,4,8,5,5,8,1,1,0,17,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,13.5,6,6,6,6,6,6,1,0,0,11,0
1,0.0,0,0,0,8,7,0,1,0,0,12,1
0,13.38888888888889,17,17,18,17,17,18,1,0,1,2,0
1,0.0,0,0,0,8,7,0,0,0,0,12,1
0,13.583333333333334,11,12,12,11,12,12,1,1,0,2,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
1,0.0,0,0,5,5,5,5,0,1,0,9,1
1,10.0,0,1,5,5,5,9,1,1,0,17,1
0,15.2,5,5,5,5,5,5,1,1,0,17,0
1,12.8,0,4,17,6,6,12,1,1,0,6,1
0,11.166666666666666,4,5,5,5,5,7,1,1,0,14,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.828571428571427,7,7,9,8,8,9,1,1,0,12,0
0,12.5,4,6,10,6,6,6,0,1,0,15,0
0,10.0,3,3,10,5,5,12,1,1,1,7,0
0,11.5,4,6,10,6,6,6,0,0,0,11,0
0,11.328571428571427,7,7,11,8,8,11,0,0,0,12,0
0,13.0,3,2,13,6,6,15,1,0,0,4,0
0,13.033333333333331,6,6,7,7,7,7,1,0,0,12,0
0,12.166666666666666,4,6,7,6,6,8,1,0,0,15,0
0,14.5,3,4,10,5,5,6,1,1,0,7,0
0,14.4,5,5,5,5,5,7,1,0,0,6,0
0,12.25,6,4,9,7,6,10,1,0,0,17,0
1,0.0,0,0,14,7,7,14,1,0,0,12,1
0,12.666666666666666,6,6,6,6,6,6,1,0,1,10,0
0,12.0,3,2,14,6,6,14,0,0,0,16,0
1,0.0,0,0,5,5,5,6,0,0,0,7,1
0,11.666666666666666,4,3,10,5,5,5,1,0,0,9,0
1,0.0,0,0,0,6,6,0,1,0,0,16,1
1,10.0,0,1,10,5,5,12,1,0,0,3,1
1,0.0,0,0,9,6,7,8,1,1,0,8,1
0,12.25,3,4,16,6,6,11,1,0,0,3,0
0,12.0,6,4,6,6,6,10,1,0,0,5,0
0,12.6,5,5,6,6,6,7,0,0,0,15,0
1,0.0,0,0,5,5,5,5,0,0,0,17,1
1,0.0,0,0,10,5,5,5,0,0,0,11,1
1,0.0,0,0,8,8,8,8,0,0,0,12,1
0,12.6875,13,16,13,13,16,16,1,0,1,3,0
0,10.4,6,10,18,9,13,22,1,0,0,9,0
0,10.466666666666669,12,14,16,12,15,26,1,0,0,9,0
0,14.333333333333334,5,5,8,5,5,10,1,0,0,6,0
0,14.666666666666666,6,6,7,6,7,7,1,0,1,3,0
0,12.835714285714284,8,7,8,8,7,7,1,0,0,12,0
1,0.0,0,0,0,5,5,5,1,1,0,7,1
1,0.0,0,0,5,5,5,9,1,1,0,9,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,13.24875,8,8,8,8,8,8,1,1,0,12,0
0,12.857142857142858,4,7,7,7,7,10,1,1,0,1,0
0,13.6,4,5,10,6,6,12,1,0,0,8,0
0,14.0,5,3,8,5,5,6,1,0,1,9,0
0,12.0,2,3,11,6,6,11,0,0,0,8,0
0,13.166666666666666,4,6,8,6,6,9,1,0,0,6,0
0,13.625,6,6,7,6,6,8,1,0,1,10,0
0,14.85,8,7,9,8,7,8,1,0,1,12,0
0,10.75,5,4,6,5,5,9,1,1,0,9,0
0,0.0,2,0,11,7,7,11,1,0,0,13,0
1,0.0,0,0,0,6,6,0,1,0,0,8,1
0,14.0,7,12,12,7,12,14,1,0,0,3,0
1,0.0,0,0,10,6,6,8,0,1,0,4,1
1,0.0,0,0,5,5,5,5,0,1,0,17,1
0,13.0,4,5,11,6,6,17,0,0,0,4,0
0,12.375,5,8,11,9,8,12,1,0,0,17,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.4,4,5,9,6,6,10,1,0,0,14,0
0,11.25,4,4,7,5,5,9,1,0,0,17,0
0,13.0,3,3,8,5,5,7,0,0,0,6,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,13.5,6,6,6,6,6,6,1,1,1,15,0
0,11.0,4,1,11,6,6,11,1,0,0,5,0
0,0.0,1,0,10,5,5,9,1,0,0,17,0
0,12.0,5,5,8,6,6,9,1,0,1,16,0
0,13.0,6,5,7,6,6,8,1,0,1,15,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.0,4,4,8,5,5,8,1,0,0,9,0
0,11.166666666666666,3,5,10,5,5,10,1,1,0,7,0
0,10.5,1,2,11,6,6,13,1,1,0,11,0
0,12.666666666666666,6,6,6,6,6,7,1,1,0,3,0
1,11.0,0,1,8,6,6,6,1,1,0,4,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,11.5,2,4,12,5,5,6,1,1,0,9,0
1,0.0,0,0,0,0,0,0,0,1,1,2,1
0,10.5,4,2,5,5,5,10,1,1,0,9,0
0,12.5,4,4,6,5,5,8,1,1,0,14,0
0,12.833333333333334,6,6,12,8,7,9,1,1,0,12,0
0,15.571428571428571,6,6,7,6,6,7,1,1,1,15,0
0,12.0,5,4,7,6,6,10,1,1,0,10,0
0,11.25,3,4,6,6,6,6,1,1,0,15,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.285714285714286,4,6,11,6,6,10,1,1,0,14,0
0,11.0,3,5,11,6,6,12,1,1,0,11,0
0,12.142857142857142,5,6,11,6,6,8,1,1,0,4,0
1,11.5,0,2,7,6,6,11,0,1,0,4,1
0,12.545454545454543,8,11,12,10,12,16,1,1,0,4,0
0,13.0,6,4,6,6,6,10,1,1,0,11,0
0,12.8875,8,8,9,8,8,9,1,1,0,12,0
0,12.666666666666666,5,6,7,6,6,6,1,1,0,15,0
0,12.833333333333334,6,6,7,6,6,7,1,1,0,5,0
0,10.666666666666666,2,3,11,5,5,10,1,1,0,9,0
0,13.0,5,5,7,5,5,11,1,1,0,6,0
0,11.983333333333334,8,6,12,8,7,11,1,0,0,12,0
1,0.0,0,0,5,5,5,9,0,0,0,3,1
0,11.833333333333334,6,6,6,6,6,6,1,0,1,3,0
0,12.666666666666666,2,3,15,6,6,21,1,0,0,6,0
0,13.75,4,4,8,5,5,9,1,0,0,6,0
0,11.4,5,5,8,6,6,8,1,0,0,3,0
0,13.166666666666666,6,6,6,6,6,8,1,0,1,15,0
0,12.833333333333334,5,6,8,8,7,10,1,0,1,14,0
0,14.125,5,6,10,6,6,8,1,0,0,14,0
0,11.666666666666666,5,3,5,5,5,10,1,0,0,6,0
0,10.25,4,6,14,7,7,18,0,0,0,13,0
0,12.514285714285716,4,6,15,7,7,16,1,0,0,13,0
0,11.5,9,10,18,13,13,17,1,0,0,16,0
1,10.0,0,1,5,5,5,5,0,0,0,17,1
0,15.714285714285714,5,6,17,6,6,7,1,0,1,6,0
0,12.5,4,4,7,7,6,9,1,1,0,17,0
0,12.0,4,3,5,5,5,6,0,1,0,14,0
1,0.0,0,0,5,5,5,11,1,1,0,7,1
0,12.25,4,4,8,5,5,9,1,1,0,8,0
1,0.0,0,0,4,4,4,5,0,1,0,15,1
0,13.6,5,5,5,5,5,5,1,1,0,17,0
0,13.307692307692308,11,13,12,11,13,14,1,1,0,3,0
0,12.2,5,5,9,5,5,6,1,1,0,17,0
0,12.285714285714286,6,6,7,6,6,7,1,1,1,14,0
0,12.0,4,3,8,5,5,12,1,1,0,8,0
0,13.342857142857143,7,6,10,8,7,9,1,1,1,12,0
1,0.0,0,0,5,5,5,5,1,1,0,14,1
0,14.272727272727272,11,11,12,12,12,12,1,1,0,5,0
0,12.1375,8,7,9,8,7,9,1,0,1,12,0
0,14.166666666666666,6,6,7,6,6,7,1,0,0,5,0
0,13.528571428571428,8,7,9,8,7,7,1,0,0,12,0
0,12.0,6,5,8,6,6,8,1,0,0,3,0
0,11.4,1,5,11,6,5,5,1,0,0,11,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,12.916666666666666,11,12,16,11,12,12,1,0,0,2,0
0,13.6375,8,7,8,8,7,8,1,0,1,12,0
0,12.9,7,7,15,8,7,10,1,0,0,12,0
0,14.36,7,7,8,8,8,8,1,0,1,12,0
0,14.514285714285714,7,7,8,8,8,8,1,0,0,12,0
0,14.7,7,7,8,8,8,8,1,0,0,12,0
0,15.2,5,5,6,5,5,5,1,0,0,17,0
0,13.0,8,7,8,8,7,7,1,0,1,13,0
1,13.5,0,6,6,6,6,6,1,0,0,16,1
0,12.333333333333334,5,5,7,5,5,11,1,0,0,6,0
0,13.4,5,5,6,5,5,6,1,0,0,9,0
0,11.75,2,4,9,5,5,7,1,0,0,6,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,14.727272727272728,7,11,10,9,12,17,1,0,0,6,0
0,16.571428571428573,6,6,6,6,6,7,1,0,0,6,0
0,15.145,8,7,8,8,7,10,1,0,0,12,0
0,13.44285714285714,8,7,8,8,7,7,1,0,1,12,0
0,14.166666666666666,4,5,6,5,5,8,1,0,0,6,0
0,14.0,5,6,7,6,6,7,1,0,0,15,0
0,11.333333333333334,6,6,6,6,6,9,1,0,1,10,0
0,13.76125,8,8,8,8,8,8,1,0,0,12,0
0,11.6,5,5,9,9,7,9,0,0,0,5,0
0,12.75,5,4,8,6,6,7,1,0,1,3,0
0,12.5,4,4,10,5,5,12,1,0,0,17,0
0,15.307692307692308,6,6,9,6,6,13,1,0,0,6,0
0,13.285714285714286,4,5,10,6,6,12,0,0,0,8,0
0,14.757142857142856,8,7,9,8,7,7,1,0,0,12,0
0,12.766666666666666,6,6,7,7,7,7,1,0,0,12,0
1,10.4,0,5,13,6,5,5,0,0,0,11,1
1,0.0,0,0,0,7,7,0,1,1,0,13,1
0,10.5,5,4,6,5,5,10,1,1,1,17,0
0,14.25,5,4,6,5,5,6,1,1,0,6,0
1,11.916666666666666,0,3,17,7,7,11,1,1,0,12,1
0,10.666666666666666,2,3,9,5,5,10,1,1,0,7,0
0,12.25,3,4,10,6,6,11,1,1,0,15,0
0,12.0,5,4,6,5,5,5,1,1,0,14,0
0,11.0,4,3,5,5,5,7,1,1,0,14,0
0,14.166666666666666,5,6,8,6,6,6,1,1,0,5,0
0,14.666666666666666,6,6,6,6,6,6,1,1,0,5,0
0,0.0,5,0,10,5,5,11,1,1,0,6,0
1,12.666666666666666,0,3,5,5,7,8,0,1,0,13,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
1,0.0,0,0,0,5,5,0,1,1,0,7,1
1,0.0,0,0,0,6,6,0,0,1,0,5,1
0,13.7,8,7,9,8,7,7,1,1,1,12,0
0,11.8,4,5,8,5,5,7,1,1,0,9,0
1,0.0,0,0,0,5,5,0,1,1,0,7,1
0,13.333333333333334,6,6,7,6,6,6,1,1,1,14,0
0,11.4,6,5,6,6,6,7,1,1,0,5,0
1,0.0,0,0,5,5,5,5,1,1,0,6,1
1,16.142857142857142,0,7,9,8,7,7,1,1,0,12,1
1,0.0,0,0,8,8,8,8,1,1,0,12,1
0,15.63375,8,8,8,8,8,8,1,1,1,12,0
0,13.666666666666666,6,6,6,6,6,6,1,1,0,15,0
1,0.0,0,0,0,6,6,0,1,1,0,15,1
0,12.5,6,6,7,6,6,8,1,1,0,10,0
0,12.285714285714286,6,6,6,6,6,8,1,1,1,14,0
0,14.0,3,2,7,5,5,10,1,1,0,7,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,10.75,4,4,6,5,5,5,1,1,0,9,0
0,12.95,4,4,11,7,7,14,1,1,0,13,0
0,12.45,6,6,7,7,7,7,1,0,0,12,0
0,12.25,7,4,9,7,6,12,1,0,0,17,0
0,13.38125,8,8,8,8,8,8,1,0,1,12,0
0,12.16,5,5,7,6,7,10,0,0,0,12,0
0,12.5,2,4,18,6,6,11,0,0,0,6,0
0,12.75,6,6,10,6,6,8,1,0,1,10,0
0,13.3425,8,8,8,8,8,8,1,0,0,12,0
0,14.175,6,7,14,8,7,10,1,0,1,12,0
0,10.0,1,1,16,8,8,16,1,1,1,12,0
0,0.0,2,0,8,5,5,9,1,1,0,7,0
1,0.0,0,0,7,5,5,7,1,1,0,17,1
0,12.0,5,5,8,5,5,6,1,1,0,6,0
0,10.571428571428571,5,6,9,6,6,8,1,0,1,11,0
0,14.153846153846152,12,11,20,12,12,19,1,0,0,6,0
0,11.166666666666666,5,6,11,6,6,9,1,0,1,15,0
0,12.0,17,17,18,17,17,20,1,0,0,2,0
0,11.333333333333334,4,3,9,5,5,11,1,0,0,17,0
0,12.588235294117649,13,16,14,13,16,17,1,0,1,10,0
0,12.0,4,4,9,6,6,11,1,0,1,8,0
1,0.0,0,0,0,6,6,0,0,0,0,11,1
0,12.25,13,12,13,13,12,13,1,1,0,17,0
0,11.6,5,5,5,5,5,7,1,1,0,9,0
0,13.0,3,4,11,5,5,7,0,1,0,8,0
0,10.666666666666666,2,3,5,5,5,11,1,1,0,7,0
0,12.333333333333334,9,9,16,11,11,21,1,1,0,3,0
0,11.0,3,2,9,5,5,7,0,1,0,9,0
0,13.428571428571429,8,6,9,9,7,10,1,1,0,5,0
0,13.05375,8,8,10,8,8,10,1,1,0,12,0
0,12.035714285714286,7,6,9,8,7,10,1,1,0,12,0
0,14.166666666666666,6,6,7,6,6,6,1,1,0,4,0
1,0.0,0,0,8,6,6,6,0,1,0,5,1
0,13.6,3,5,13,6,6,11,1,1,0,8,0
0,12.2,2,5,12,6,6,7,1,1,0,11,0
0,13.714285714285714,5,6,7,6,6,8,1,1,0,8,0
0,11.666666666666666,2,3,11,6,6,10,0,1,0,15,0
1,14.0,0,1,6,6,6,9,0,1,0,14,1
0,12.5,3,4,16,6,6,20,1,1,0,6,0
0,11.833333333333334,4,5,11,6,6,11,0,1,0,8,0
1,0.0,0,0,8,6,6,6,0,1,0,4,1
1,0.0,0,0,0,6,6,0,0,1,0,4,1
0,11.538461538461538,10,13,15,15,17,18,1,1,0,5,0
0,11.285714285714286,4,7,15,8,9,14,1,1,0,4,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
0,11.8,4,5,9,6,6,7,1,1,0,5,0
0,0.0,2,0,12,5,5,16,1,1,0,7,0
1,0.0,0,0,5,5,5,5,0,1,0,7,1
0,14.2,5,5,5,5,5,5,0,1,1,7,0
0,12.7,10,10,16,11,12,12,1,1,0,2,0
1,12.666666666666666,0,3,7,6,6,10,0,0,0,8,1
0,14.428571428571429,6,6,8,6,6,7,1,0,0,14,0
0,13.117142857142856,7,7,9,8,7,7,1,0,1,12,0
0,12.666666666666666,6,6,7,6,6,7,1,0,0,10,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,15.285714285714286,6,6,6,6,6,7,1,1,0,15,0
0,10.5,4,3,8,5,5,12,1,1,0,9,0
0,12.636363636363637,9,11,11,9,11,11,1,1,1,9,0
1,0.0,0,0,0,5,5,6,1,0,0,9,1
0,14.333333333333334,1,3,8,7,9,9,0,0,0,4,0
0,15.125,6,8,12,6,8,14,0,1,0,11,0
1,0.0,0,0,0,8,7,0,1,1,0,12,1
0,12.0,3,3,10,8,7,16,1,1,0,9,0
0,14.25,5,4,8,6,6,10,1,0,1,16,0
0,10.5,4,2,9,5,5,12,1,0,0,9,0
0,13.5,6,6,7,6,6,7,1,0,1,15,0
0,11.666666666666666,4,5,11,6,6,14,1,1,0,4,0
0,10.8,3,5,12,6,6,13,1,1,0,11,0
1,0.0,0,0,8,4,4,4,0,1,0,15,1
0,12.8,7,9,9,7,9,11,1,1,0,11,0
0,10.8,5,5,7,5,5,6,1,1,0,17,0
0,11.4,4,4,7,5,5,8,1,1,0,9,0
0,13.725714285714286,8,7,8,8,7,7,1,1,0,12,0
0,12.8,5,5,9,6,6,6,1,1,0,14,0
0,13.5,6,6,6,6,6,6,1,1,1,5,0
0,15.57,7,7,8,8,8,8,1,1,0,12,0
0,11.0,2,4,13,5,5,10,1,1,0,9,0
0,14.114285714285714,8,7,9,8,7,7,1,1,0,12,0
0,11.0,4,3,12,5,5,12,1,1,0,9,0
1,0.0,0,0,0,6,6,0,1,1,0,10,1
0,13.5,4,4,6,5,5,6,1,1,0,17,0
1,11.25,0,4,10,6,6,9,1,1,0,5,1
0,12.142857142857142,6,6,8,6,6,7,1,1,1,11,0
0,13.075714285714286,7,7,8,8,8,8,1,1,0,12,0
1,0.0,0,0,0,5,5,0,1,1,0,9,1
0,11.0,2,3,11,5,5,9,1,1,0,17,0
1,0.0,0,0,7,6,6,16,1,1,0,6,1
0,13.125,6,4,8,7,7,12,1,0,0,12,0
0,13.512857142857142,7,7,8,8,8,8,1,0,1,12,0
0,12.833333333333334,6,6,6,6,6,7,1,0,1,10,0
0,15.0,3,3,9,5,5,8,1,0,1,6,0
0,12.8,3,5,16,6,6,12,0,0,0,4,0
1,12.333333333333334,0,3,16,6,6,14,0,0,0,11,1
0,12.288,5,5,15,8,8,15,1,1,0,12,0
0,12.333333333333334,7,12,13,10,12,21,1,1,0,3,0
0,11.5,5,4,5,5,5,9,1,1,1,9,0
0,11.833333333333334,4,6,11,6,6,6,1,1,0,14,0
1,0.0,0,0,5,5,5,5,0,1,0,9,1
1,0.0,0,0,5,5,5,5,1,1,0,17,1
0,11.8,3,5,12,5,5,10,1,1,1,7,0
1,0.0,0,0,0,6,6,0,1,1,0,14,1
0,12.2,4,5,8,5,5,6,0,1,1,7,0
0,12.333333333333334,5,6,5,5,6,6,1,1,0,17,0
0,12.428571428571429,6,6,6,6,6,7,1,1,0,11,0
0,12.765714285714289,8,7,9,8,7,7,1,0,1,12,0
0,12.1,5,5,10,7,7,11,1,1,0,12,0
0,12.0,5,5,9,5,5,10,1,1,0,9,0
1,0.0,0,0,6,6,6,6,1,1,0,5,1
0,14.88888888888889,6,6,11,6,6,10,1,1,0,4,0
0,11.357142857142858,13,13,14,14,14,19,1,0,0,17,0
0,13.5,6,6,6,6,6,6,1,0,0,5,0
1,0.0,0,0,0,6,6,6,0,0,0,15,1
0,13.884285714285712,8,7,9,8,7,7,1,0,0,12,0
0,13.0,3,5,12,6,6,12,0,0,0,6,0
0,12.65,5,4,9,7,7,11,1,0,1,12,0
1,11.0,0,1,13,5,5,10,1,0,0,9,1
0,11.666666666666666,2,2,20,6,6,12,1,0,0,14,0
0,14.5,6,6,6,6,6,6,1,0,0,10,0
0,14.714285714285714,6,6,7,6,6,7,1,0,0,11,0
0,13.285714285714286,6,6,6,6,6,7,1,0,1,10,0
0,11.333333333333334,2,3,12,5,5,13,1,0,0,6,0
1,0.0,0,0,7,7,7,7,0,0,0,12,1
0,11.571428571428571,5,4,9,5,5,11,1,0,1,9,0
0,13.0,4,5,10,6,6,10,1,0,0,16,0
0,11.5,5,6,11,6,6,9,1,0,1,10,0
0,11.8,5,5,10,5,5,8,1,0,1,9,0
0,10.666666666666666,3,3,10,5,5,7,0,0,1,9,0
0,13.8875,8,6,9,8,7,11,1,0,1,12,0
0,11.4,6,5,9,6,6,7,1,0,1,10,0
0,12.333333333333334,7,9,12,7,11,17,1,0,0,3,0
0,12.16,5,5,8,7,7,8,1,0,0,12,0
0,13.427499999999998,8,8,8,8,8,8,1,0,0,12,0
0,15.166666666666666,2,6,6,6,6,6,1,0,0,5,0
1,0.0,0,0,0,6,6,12,1,0,0,15,1
1,10.5,0,2,9,5,5,11,1,1,0,8,1
0,11.8,3,5,8,5,5,5,1,1,1,9,0
0,13.2,5,5,10,5,5,6,1,1,0,9,0
0,13.075,8,7,11,8,7,8,1,1,0,12,0
0,11.6,2,4,14,6,6,8,1,1,0,8,0
0,13.666666666666666,4,6,10,6,6,10,1,1,0,4,0
0,10.75,2,4,7,5,5,9,1,1,0,17,0
0,13.492857142857144,8,6,9,8,7,10,1,1,0,12,0
0,12.5,4,3,9,6,6,14,1,1,0,11,0
1,0.0,0,0,0,8,7,0,0,1,0,12,1
0,13.285714285714286,5,5,16,5,5,12,1,1,0,7,0
0,12.6,5,5,13,5,5,6,1,1,0,9,0
0,14.0,6,6,7,6,6,7,1,1,0,4,0
0,11.5,2,2,8,5,5,7,0,1,0,6,0
1,0.0,0,0,9,6,6,6,0,1,0,14,1
0,11.833333333333334,6,6,8,6,6,6,0,0,1,5,0
0,11.5,5,5,8,6,6,10,0,1,0,10,0
0,14.166666666666666,6,6,8,6,6,6,1,1,0,5,0
0,12.5,2,2,6,5,2,2,1,1,0,17,0
1,0.0,0,0,5,5,5,5,1,1,0,7,1
0,0.0,1,0,8,5,5,7,1,1,0,7,0
1,10.5,0,2,16,6,6,14,0,1,0,11,1
0,11.833333333333334,6,6,6,6,6,6,1,1,0,5,0
1,0.0,0,0,6,5,5,9,1,1,1,8,1
0,12.4,5,5,5,5,5,5,1,1,0,17,0
1,10.5,0,2,9,5,5,5,0,1,0,9,1
1,0.0,0,0,6,5,5,9,0,1,0,17,1
0,14.583333333333334,11,12,14,11,12,12,1,1,1,2,0
0,11.666666666666666,3,6,10,6,6,6,1,1,0,15,0
1,0.0,0,0,5,5,5,5,0,1,0,14,1
1,13.0,0,1,15,7,7,14,1,1,1,12,1
0,15.66,9,7,11,10,7,7,1,1,0,12,0
1,0.0,0,0,10,5,6,10,1,1,0,3,1
0,12.166666666666666,4,6,8,6,6,6,1,1,1,15,0
0,13.3,6,6,7,7,7,7,1,1,0,12,0
1,0.0,0,0,13,7,7,15,1,1,0,13,1
1,0.0,0,0,0,8,7,0,1,1,0,12,1
1,0.0,0,0,0,0,0,0,0,1,1,2,1
